Frequency [GHz]	Zx imag [Ohm/m]	Zy imag [Ohm/m]
5.113387538414320594e-06	2.751201825220973697e+06	6.822265366476733238e+06
5.281079711934330620e-06	2.746304581178499386e+06	6.811344979512944818e+06
5.454271305329836335e-06	2.741246733330510557e+06	6.800066461386227980e+06
5.633142670601352205e-06	2.736023014718260616e+06	6.788418067281104624e+06
5.817880074344935696e-06	2.730627985654501710e+06	6.776387667214014567e+06
6.008675891719681185e-06	2.725056028058901429e+06	6.763962733401848003e+06
6.205728806776500758e-06	2.719301339607690461e+06	6.751130327216200531e+06
6.409244019356456972e-06	2.713615511352177709e+06	6.738302872934684157e+06
6.619433458774388568e-06	2.708020389911050908e+06	6.725512912633390166e+06
6.836516004510238809e-06	2.702241777962207329e+06	6.712303509012760594e+06
7.060717714137765353e-06	2.696273657983638346e+06	6.698660906541584991e+06
7.292272058728313350e-06	2.690109815110311843e+06	6.684570898579689674e+06
7.531420165974376510e-06	2.683743830662364140e+06	6.670018812583946623e+06
7.778411071286482598e-06	2.677169075461045839e+06	6.654989494829114527e+06
8.033501977124735881e-06	2.670606981196830515e+06	6.639873629983413033e+06
8.296958520834915102e-06	2.664260531308755744e+06	6.625028951231369749e+06
8.569055051268345481e-06	2.657705951297964901e+06	6.609697445219230838e+06
8.850074914473438512e-06	2.650936415592878591e+06	6.593863146577509120e+06
9.140310748756224233e-06	2.643944874779128935e+06	6.577509566356708296e+06
9.440064789417603028e-06	2.636724048258691560e+06	6.560619674856651574e+06
9.749649183484097127e-06	2.629266416668282356e+06	6.543175883892708458e+06
1.006938631476026946e-05	2.621734656905642245e+06	6.525484793052230030e+06
1.039960913954120295e-05	2.614591032970953267e+06	6.508423729586840607e+06
1.074066153333432437e-05	2.607213135804396588e+06	6.490803153118852526e+06
1.109289864895222712e-05	2.599593282478136476e+06	6.472604714569338597e+06
1.145668728634872662e-05	2.591723538104780018e+06	6.453809463106250390e+06
1.183240627458378028e-05	2.583595707574429456e+06	6.434397826410081238e+06
1.222044686631488820e-05	2.575201327020752709e+06	6.414349590292352252e+06
1.262121314522546164e-05	2.566607193053353112e+06	6.393796965102860704e+06
1.303512244681508904e-05	2.558631512921981048e+06	6.374394886735319160e+06
1.346260579298911035e-05	2.550394272498829290e+06	6.354356522409043275e+06
1.390410834090069648e-05	2.541886893984248862e+06	6.333661005296594463e+06
1.436008984651260800e-05	2.533100518271949608e+06	6.312286784248516895e+06
1.483102514336102853e-05	2.524025995723626576e+06	6.290211601351193152e+06
