Frequency [GHz]	Zx imag [Ohm/m]	Zy imag [Ohm/m]
1.820791680099462520e-06	1.179351168416583911e+07	2.883415965597650409e+07
1.880504055128583443e-06	1.179199858872611821e+07	2.883186805481561646e+07
1.942174681489024486e-06	1.179043587172708660e+07	2.882950130120899156e+07
2.005867779508234000e-06	1.178882887830582820e+07	2.882705959381063655e+07
2.071649675602067297e-06	1.178720523051131330e+07	2.882455157990280911e+07
2.139588871343421664e-06	1.178552833562264964e+07	2.882196131635122374e+07
2.209756114795903333e-06	1.178379644741565362e+07	2.881928610580086336e+07
2.282224474186896537e-06	1.178200776239919662e+07	2.881652316243768111e+07
2.357069413996727979e-06	1.178016041793713719e+07	2.881366960908759385e+07
2.434368873543112862e-06	1.177825249030868150e+07	2.881072247422037274e+07
2.514203348142796913e-06	1.177628361782561988e+07	2.880767937899681926e+07
2.596655972934872394e-06	1.177430633176607266e+07	2.880456033371114358e+07
2.681812609453013329e-06	1.177226420114027523e+07	2.880133900017148256e+07
2.769761935036891063e-06	1.177015509938806109e+07	2.879801202386196330e+07
2.860595535175745131e-06	1.176797683020929433e+07	2.879457594025627524e+07
2.954407998880380251e-06	1.176572712527676113e+07	2.879102717120988667e+07
3.051297017182871440e-06	1.176340364187406749e+07	2.878736202123398334e+07
3.151363484866476280e-06	1.176100396045606770e+07	2.878357667364717275e+07
3.254711605531848180e-06	1.175859447849748284e+07	2.877969967574817687e+07
3.361449000108768764e-06	1.175611437997430377e+07	2.877569949471762031e+07
3.471686818926559579e-06	1.175355294728492573e+07	2.877156812882254273e+07
3.585539857459816780e-06	1.175090751309717074e+07	2.876730127589047700e+07
3.703126675869923221e-06	1.174817532260441966e+07	2.876289449266036600e+07
3.824569722466998750e-06	1.174535353065690771e+07	2.875834319015559927e+07
3.949995461220647668e-06	1.174243919879894517e+07	2.875364262890530750e+07
4.079534503452449404e-06	1.173950697308276407e+07	2.874882854021399468e+07
4.213321743847289341e-06	1.173650390702599287e+07	2.874386981747969240e+07
4.351496500925044872e-06	1.173340235622295178e+07	2.873874847476265579e+07
4.494202662119142613e-06	1.173019909089279361e+07	2.873345917898415029e+07
4.641588833612781958e-06	1.172689077533486858e+07	2.872799642216854542e+07
4.793808495089106764e-06	1.172347396445511840e+07	2.872235451570763439e+07
4.951020159556351225e-06	1.171994510017854720e+07	2.871652758443682641e+07
5.113387538414320594e-06	1.171638490894785710e+07	2.871055856202101335e+07
5.281079711934330620e-06	1.171276021477930620e+07	2.870442412382664531e+07
5.454271305329836335e-06	1.170901664973720908e+07	2.869808850837621838e+07
5.633142670601352205e-06	1.170515031548313610e+07	2.869154511811555550e+07
5.817880074344935696e-06	1.170115718583369069e+07	2.868478713912545145e+07
6.008675891719681185e-06	1.169703310256787390e+07	2.867780753402605653e+07
6.205728806776500758e-06	1.169277377109694295e+07	2.867059903464852273e+07
6.409244019356456972e-06	1.168846170236844197e+07	2.866321012566819042e+07
6.619433458774388568e-06	1.168410177885626256e+07	2.865563914854219183e+07
6.836516004510238809e-06	1.167959887282131612e+07	2.864781988325098157e+07
7.060717714137765353e-06	1.167494829519009590e+07	2.863974418725074455e+07
7.292272058728313350e-06	1.167014520311219059e+07	2.863140365096512064e+07
7.531420165974376510e-06	1.166518459491720982e+07	2.862278958902794868e+07
7.778411071286482598e-06	1.166006130490631983e+07	2.861389303123881295e+07
8.033501977124735881e-06	1.165485217793690227e+07	2.860476338203442469e+07
8.296958520834915102e-06	1.164962732338094153e+07	2.859544505842929333e+07
8.569055051268345481e-06	1.164423112112050317e+07	2.858582114289959893e+07
8.850074914473438512e-06	1.163865795185355283e+07	2.857588161364009604e+07
9.140310748756224233e-06	1.163290201199455373e+07	2.856561612018312514e+07
9.440064789417603028e-06	1.162695730763093755e+07	2.855501397262022272e+07
9.749649183484097127e-06	1.162081764828138053e+07	2.854406413047022372e+07
1.006938631476026946e-05	1.161454230452030338e+07	2.853280712072841078e+07
1.039960913954120295e-05	1.160830585298640095e+07	2.852137445051135868e+07
1.074066153333432437e-05	1.160186487869632058e+07	2.850956684893941507e+07
1.109289864895222712e-05	1.159521267438109964e+07	2.849737202023932338e+07
1.145668728634872662e-05	1.158834231280869059e+07	2.848477726540120691e+07
1.183240627458378028e-05	1.158124663957032748e+07	2.847176946895459294e+07
1.222044686631488820e-05	1.157391826563032903e+07	2.845833508531065285e+07
1.262121314522546164e-05	1.156638081451444700e+07	2.844448747426911816e+07
1.303512244681508904e-05	1.155896868435671367e+07	2.843051169942683727e+07
1.346260579298911035e-05	1.155131347537750937e+07	2.841607759279524162e+07
1.390410834090069648e-05	1.154340721587205119e+07	2.840117012350617722e+07
1.436008984651260800e-05	1.153524167270562612e+07	2.838577376775818691e+07
1.483102514336102853e-05	1.152680834274009056e+07	2.836987249265091494e+07
1.531740463702079875e-05	1.151809844397914596e+07	2.835344973948932439e+07
1.581973481578601704e-05	1.150910290642329678e+07	2.833648840654043108e+07
1.633853877809860416e-05	1.150030442771634087e+07	2.831944647501806915e+07
1.687435677727375848e-05	1.149124771125355363e+07	2.830187495253679156e+07
1.742774678408917511e-05	1.148189398220230080e+07	2.828372717668633163e+07
1.799928506782476860e-05	1.147223350011437014e+07	2.826498424939193204e+07
1.858956679635688644e-05	1.146225620510615781e+07	2.824562665282152966e+07
1.919920665593282809e-05	1.145195170738287643e+07	2.822563422906101122e+07
1.982883949127071257e-05	1.144130927641919814e+07	2.820498615912285820e+07
2.047912096665083489e-05	1.143085840111392550e+07	2.818423699822747707e+07
2.115072824868794552e-05	1.142019605250095762e+07	2.816294725105275214e+07
2.184436071149428344e-05	1.140918403502359800e+07	2.814095931232680380e+07
